WORD,UK PRONUNCIATION,US PRONUNCIATION,URL,TRANSLATE
limousine,[ˈlɪməziːn; ˌlɪməˈziːn],[ˈlɪməziːn; ˌlɪməˈziːn],https://dict.youdao.com/w/eng/limousine/#keyfrom=dict2,n.豪华轿车
limp,[lɪmp],[lɪmp],https://dict.youdao.com/w/eng/limp/#keyfrom=dict2,adj.柔软的 v.跛行
line,[laɪn],[laɪn],https://dict.youdao.com/w/eng/line/#keyfrom=dict2,n.行，线条，界线
linear,[ˈlɪniə(r)],[ˈlɪniər],https://dict.youdao.com/w/eng/linear/#keyfrom=dict2,adj.线性的，线状的
linen,[ˈlɪnɪn],[ˈlɪnɪn],https://dict.youdao.com/w/eng/linen/#keyfrom=dict2,n.亚麻(织物)
liner,[ˈlaɪnə(r)],[ˈlaɪnər],https://dict.youdao.com/w/eng/liner/#keyfrom=dict2,n.班轮，班机
linger,[ˈlɪŋɡə(r)],[ˈlɪŋɡər],https://dict.youdao.com/w/eng/linger/#keyfrom=dict2,v.徘徊，逗留，拖延
linguist,[ˈlɪŋɡwɪst],[ˈlɪŋɡwɪst],https://dict.youdao.com/w/eng/linguist/#keyfrom=dict2,n.语言学者
linguistics,[lɪŋˈɡwɪstɪks],[lɪŋˈɡwɪstɪks],https://dict.youdao.com/w/eng/linguistics/#keyfrom=dict2,n.语言学
lining,[ˈlaɪnɪŋ],[ˈlaɪnɪŋ],https://dict.youdao.com/w/eng/lining/#keyfrom=dict2,n.夹里，衬里
link,[lɪŋk],[lɪŋk],https://dict.youdao.com/w/eng/link/#keyfrom=dict2,v.联系，连结 n.纽带
lion,[ˈlaɪən],[ˈlaɪən],https://dict.youdao.com/w/eng/lion/#keyfrom=dict2,n.狮子
lioness,[ˈlaɪənes],[ˈlaɪənes],https://dict.youdao.com/w/eng/lioness/#keyfrom=dict2,n.母狮子
lip,[lɪp],[lɪp],https://dict.youdao.com/w/eng/lip/#keyfrom=dict2,n.嘴唇
lipstick,[ˈlɪpstɪk],[ˈlɪpstɪk],https://dict.youdao.com/w/eng/lipstick/#keyfrom=dict2,n.口红，唇膏
liquid,[ˈlɪkwɪd],[ˈlɪkwɪd],https://dict.youdao.com/w/eng/liquid/#keyfrom=dict2,n.液体 adj.液体的
liquor,[ˈlɪkə(r)],[ˈlɪkər],https://dict.youdao.com/w/eng/liquor/#keyfrom=dict2,n.烈性酒
list,[lɪst],[lɪst],https://dict.youdao.com/w/eng/list/#keyfrom=dict2,n.表，名单 v.列表
listen,[ˈlɪs(ə)n],[ˈlɪsn],https://dict.youdao.com/w/eng/listen/#keyfrom=dict2,v.听，听从
listener,[ˈlɪsənə(r)],[ˈlɪsənər],https://dict.youdao.com/w/eng/listener/#keyfrom=dict2,n.听者
literacy,[ˈlɪtərəsi],[ˈlɪtərəsi],https://dict.youdao.com/w/eng/literacy/#keyfrom=dict2,n.识字
literal,[ˈlɪtərəl],[ˈlɪtərəl],https://dict.youdao.com/w/eng/literal/#keyfrom=dict2,adj.字面的，不夸张的
literally,[ˈlɪtərəli],[ˈlɪtərəli],https://dict.youdao.com/w/eng/literally/#keyfrom=dict2,adv.简直，字面上
literary,[ˈlɪtərəri],[ˈlɪtəreri],https://dict.youdao.com/w/eng/literary/#keyfrom=dict2,adj.文学的
literate,[ˈlɪtərət],[ˈlɪtərət],https://dict.youdao.com/w/eng/literate/#keyfrom=dict2,n.有文化的
literature,[ˈlɪtrətʃə(r)],[ˈlɪtrətʃər],https://dict.youdao.com/w/eng/literature/#keyfrom=dict2,n.文学，文献
litre,[ˈliːtə(r)],[ˈliːtər],https://dict.youdao.com/w/eng/litre/#keyfrom=dict2,n.公升
litter,[ˈlɪtə(r)],[ˈlɪtər],https://dict.youdao.com/w/eng/litter/#keyfrom=dict2,v.乱丢废物 n.废物
little,[ˈlɪt(ə)l],[ˈlɪtl],https://dict.youdao.com/w/eng/little/#keyfrom=dict2,adj.小的，一点，少的
live,[lɪv],[lɪv],https://dict.youdao.com/w/eng/live/#keyfrom=dict2,v.居住，生存 adj.活的
livelihood,[ˈlaɪvlihʊd],[ˈlaɪvlihʊd],https://dict.youdao.com/w/eng/livelihood/#keyfrom=dict2,n.生活
lively,[ˈlaɪvli],[ˈlaɪvli],https://dict.youdao.com/w/eng/lively/#keyfrom=dict2,adj.活跃的，热闹的
liver,[ˈlɪvə(r)],[ˈlɪvər],https://dict.youdao.com/w/eng/liver/#keyfrom=dict2,n.肝
livestock,[ˈlaɪvstɒk],[ˈlaɪvstɑːk],https://dict.youdao.com/w/eng/livestock/#keyfrom=dict2,n.牲畜
living,[ˈlɪvɪŋ],[ˈlɪvɪŋ],https://dict.youdao.com/w/eng/living/#keyfrom=dict2,adj.活着的 n.生计
living-room,[ˈlɪvɪŋ ruːm; ˈlɪvɪŋ rʊm],[ˈlɪvɪŋ ruːmˌˈlɪvɪŋ rʊm],https://dict.youdao.com/w/eng/living-room/#keyfrom=dict2,n.客厅，起居室
load,[ləʊd],[loʊd],https://dict.youdao.com/w/eng/load/#keyfrom=dict2,n.负载，负担 v.装载
loaf,[ləʊf],[loʊf],https://dict.youdao.com/w/eng/loaf/#keyfrom=dict2,n.面包 v.游荡
loan,[ləʊn],[loʊn],https://dict.youdao.com/w/eng/loan/#keyfrom=dict2,n.贷款 v.出借
lobby,[ˈlɒbi],[ˈlɑːbi],https://dict.youdao.com/w/eng/lobby/#keyfrom=dict2,n.前厅 v.游说
lobster,[ˈlɒbstə(r)],[ˈlɑːbstər],https://dict.youdao.com/w/eng/lobster/#keyfrom=dict2,n.龙虾
local,[ˈləʊk(ə)l],[ˈloʊkl],https://dict.youdao.com/w/eng/local/#keyfrom=dict2,adj.地方的，当地的
locality,[ləʊˈkæləti],[loʊˈkæləti],https://dict.youdao.com/w/eng/locality/#keyfrom=dict2,n.地点，现场
locate,[ləʊˈkeɪt],[ˈloʊkeɪt],https://dict.youdao.com/w/eng/locate/#keyfrom=dict2,v.找出，确定地点
location,[ləʊˈkeɪʃn],[loʊˈkeɪʃn],https://dict.youdao.com/w/eng/location/#keyfrom=dict2,n.地点，位置
lock,[lɒk],[lɑːk],https://dict.youdao.com/w/eng/lock/#keyfrom=dict2,v.锁上 n.锁，绺
lock-up,[ˈlɒk ʌp],[ˈlɑːk ʌp],https://dict.youdao.com/w/eng/lock-up/#keyfrom=dict2,n.锁，固定资本
locomotive,[ˌləʊkəˈməʊtɪv],[ˌloʊkəˈmoʊtɪv],https://dict.youdao.com/w/eng/locomotive/#keyfrom=dict2,n.火车头，机车
locust,[ˈləʊkəst],[ˈloʊkəst],https://dict.youdao.com/w/eng/locust/#keyfrom=dict2,n.蝗虫
lodge,[lɒdʒ],[lɑːdʒ],https://dict.youdao.com/w/eng/lodge/#keyfrom=dict2,v.寄宿
lodging,[ˈlɒdʒɪŋ],[ˈlɑːdʒɪŋ],https://dict.youdao.com/w/eng/lodging/#keyfrom=dict2,n.住处，住房
lofty,[ˈlɒfti],[ˈlɔːfti],https://dict.youdao.com/w/eng/lofty/#keyfrom=dict2,adj.崇高的，高耸的
log,[lɒɡ],[lɔːɡ],https://dict.youdao.com/w/eng/log/#keyfrom=dict2,n.原木，航海日志
logic,[ˈlɒdʒɪk],[ˈlɑːdʒɪk],https://dict.youdao.com/w/eng/logic/#keyfrom=dict2,n.逻辑，论理学
logical,[ˈlɒdʒɪk(ə)l],[ˈlɑːdʒɪkl],https://dict.youdao.com/w/eng/logical/#keyfrom=dict2,adj.逻辑的
loneliness,[ˈləʊnlinəs],[ˈloʊnlinəs],https://dict.youdao.com/w/eng/loneliness/#keyfrom=dict2,n.孤独，寂寞
lonely,[ˈləʊnli],[ˈloʊnli],https://dict.youdao.com/w/eng/lonely/#keyfrom=dict2,adj.孤独的，寂寞的
lonesome,[ˈləʊnsəm],[ˈloʊnsəm],https://dict.youdao.com/w/eng/lonesome/#keyfrom=dict2,adj.寂寞的
long,[lɒŋ],[lɔːŋ],https://dict.youdao.com/w/eng/long/#keyfrom=dict2,adj.长的 adv.长久
long-term,[ˌlɒŋ ˈtɜːm],[ˌlɔːŋ ˈtɜːrm],https://dict.youdao.com/w/eng/long-term/#keyfrom=dict2,adj.长期的
longevity,[lɒnˈdʒevəti],[lɔːnˈdʒevəti],https://dict.youdao.com/w/eng/longevity/#keyfrom=dict2,n.长寿
longing,[ˈlɒŋɪŋ],[ˈlɔːŋɪŋ],https://dict.youdao.com/w/eng/longing/#keyfrom=dict2,n.渴望，思慕
longitude,[ˈlɒŋɡɪtjuːd],[ˈlɑːndʒɪtuːd],https://dict.youdao.com/w/eng/longitude/#keyfrom=dict2,n.经度，经线
look,[lʊk],[lʊk],https://dict.youdao.com/w/eng/look/#keyfrom=dict2,v.看，看上去 n.外表
loom,[luːm],[luːm],https://dict.youdao.com/w/eng/loom/#keyfrom=dict2,v.隐隐出现 n.织布机
loop,[luːp],[luːp],https://dict.youdao.com/w/eng/loop/#keyfrom=dict2,n.环，回路 v.环绕
loose,[luːs],[luːs],https://dict.youdao.com/w/eng/loose/#keyfrom=dict2,adj.松的，自由自在的
loosen,[ˈluːsn],[ˈluːsn],https://dict.youdao.com/w/eng/loosen/#keyfrom=dict2,v.解开，放松
lord,[lɔːd],[lɔːrd],https://dict.youdao.com/w/eng/lord/#keyfrom=dict2,n.君主，贵族，上帝
lorry,[ˈlɒri],[ˈlɔːri],https://dict.youdao.com/w/eng/lorry/#keyfrom=dict2,n.卡车，载重汽车
lose,[luːz],[luːz],https://dict.youdao.com/w/eng/lose/#keyfrom=dict2,v.失去，丢失，输
loss,[lɒs],[lɔːs],https://dict.youdao.com/w/eng/loss/#keyfrom=dict2,n.丧失，失利，损失
lost,[lɒst],[lɔːst],https://dict.youdao.com/w/eng/lost/#keyfrom=dict2,adj.失去的
lot,[lɒt],[lɑːt],https://dict.youdao.com/w/eng/lot/#keyfrom=dict2,n.许多，地 adv.相当
lottery,[ˈlɒtəri],[ˈlɑːtəri],https://dict.youdao.com/w/eng/lottery/#keyfrom=dict2,n.抽彩，抓阄，彩票
loud,[laʊd],[laʊd],https://dict.youdao.com/w/eng/loud/#keyfrom=dict2,adj.响亮的，大声的
loudness,[ˈlaʊdnəs],[ˈlaʊdnəs],https://dict.youdao.com/w/eng/loudness/#keyfrom=dict2,n.响亮
loudspeaker,[ˌlaʊdˈspiːkə(r)],[ˌlaʊdˈspiːkər],https://dict.youdao.com/w/eng/loudspeaker/#keyfrom=dict2,n.扬声器，扩音器
lounge,[laʊndʒ],[laʊndʒ],https://dict.youdao.com/w/eng/lounge/#keyfrom=dict2,n.休息室
lovable,[ˈlʌvəbl],[ˈlʌvəbl],https://dict.youdao.com/w/eng/lovable/#keyfrom=dict2,adj.可爱的
love,[lʌv],[lʌv],https://dict.youdao.com/w/eng/love/#keyfrom=dict2,v.爱，喜欢 n.爱情
lovely,[ˈlʌvli],[ˈlʌvli],https://dict.youdao.com/w/eng/lovely/#keyfrom=dict2,adj.好看的，可爱的
lover,[ˈlʌvə(r)],[ˈlʌvər],https://dict.youdao.com/w/eng/lover/#keyfrom=dict2,n.爱人，情人，爱好者
low,[ləʊ],[loʊ],https://dict.youdao.com/w/eng/low/#keyfrom=dict2,adj.低的，低廉的
lower,[ˈləʊə(r)],[ˈloʊər],https://dict.youdao.com/w/eng/lower/#keyfrom=dict2,v.降低，减弱
loyal,[ˈlɔɪəl],[ˈlɔɪəl],https://dict.youdao.com/w/eng/loyal/#keyfrom=dict2,adj.忠诚的，忠贞的
loyalty,[ˈlɔɪəlti],[ˈlɔɪəlti],https://dict.youdao.com/w/eng/loyalty/#keyfrom=dict2,n.忠诚，忠贞
lubricate,[ˈluːbrɪkeɪt],[ˈluːbrɪkeɪt],https://dict.youdao.com/w/eng/lubricate/#keyfrom=dict2,v.润滑
lubrication,[ˌluːbrɪˈkeɪʃn],[ˌluːbrɪˈkeɪʃn],https://dict.youdao.com/w/eng/lubrication/#keyfrom=dict2,n.润滑
luck,[lʌk],[lʌk],https://dict.youdao.com/w/eng/luck/#keyfrom=dict2,n.运气，幸运
lucky,[ˈlʌki],[ˈlʌki],https://dict.youdao.com/w/eng/lucky/#keyfrom=dict2,adj.幸运的
luggage,[ˈlʌɡɪdʒ],[ˈlʌɡɪdʒ],https://dict.youdao.com/w/eng/luggage/#keyfrom=dict2,n.行李
lumber,[ˈlʌmbə(r)],[ˈlʌmbər],https://dict.youdao.com/w/eng/lumber/#keyfrom=dict2,n.木材，木料
luminous,[ˈluːmɪnəs],[ˈluːmɪnəs],https://dict.youdao.com/w/eng/luminous/#keyfrom=dict2,adj.发光的，明晰的
lump,[lʌmp],[lʌmp],https://dict.youdao.com/w/eng/lump/#keyfrom=dict2,n.块，肿块
lump,[lʌmp],[lʌmp],https://dict.youdao.com/w/eng/lump/#keyfrom=dict2,sum n.总数
lunar,[ˈluːnə(r)],[ˈluːnər],https://dict.youdao.com/w/eng/lunar/#keyfrom=dict2,adj.月亮的，阴历的
lunch,[lʌntʃ],[lʌntʃ],https://dict.youdao.com/w/eng/lunch/#keyfrom=dict2,n.午饭，便餐
luncheon,[ˈlʌntʃən],[ˈlʌntʃən],https://dict.youdao.com/w/eng/luncheon/#keyfrom=dict2,n.午餐，午宴
lung,[lʌŋ],[lʌŋ],https://dict.youdao.com/w/eng/lung/#keyfrom=dict2,n.肺
luxurious,[lʌɡˈʒʊəriəs],[lʌɡˈʒʊriəs],https://dict.youdao.com/w/eng/luxurious/#keyfrom=dict2,adj.豪华的，奢侈的
luxury,[ˈlʌkʃəri],[ˈlʌkʃəri],https://dict.youdao.com/w/eng/luxury/#keyfrom=dict2,n.奢侈(品)
machine,[məˈʃiːn],[məˈʃiːn],https://dict.youdao.com/w/eng/machine/#keyfrom=dict2,n.机器
machinery,[məˈʃiːnəri],[məˈʃiːnəri],https://dict.youdao.com/w/eng/machinery/#keyfrom=dict2,n.机械(总称)
mackintosh,[ˈmækɪntɒʃ],[ˈmækɪntɑːʃ],https://dict.youdao.com/w/eng/mackintosh/#keyfrom=dict2,n.雨衣
macroeconomics,[ˌmækrəʊˌiːkəˈnɒmɪks; ˌmækrəʊˌekəˈnɒmɪks],[ˌmækroʊˌiːkəˈnɑːmɪksˌˌmækroʊˌekəˈnɑːmɪks],https://dict.youdao.com/w/eng/macroeconomics/#keyfrom=dict2,n.宏观经济学
mad,[mæd],[mæd],https://dict.youdao.com/w/eng/mad/#keyfrom=dict2,adj.疯狂的，狂热的
madam,[ˈmædəm],[ˈmædəm],https://dict.youdao.com/w/eng/madam/#keyfrom=dict2,n.夫人，太太，女士
madman,[ˈmædmən],[ˈmædmən],https://dict.youdao.com/w/eng/madman/#keyfrom=dict2,n.疯子
madness,[ˈmædnəs],[ˈmædnəs],https://dict.youdao.com/w/eng/madness/#keyfrom=dict2,n.疯狂，疯病
magazine,[ˌmæɡəˈziːn],[ˈmæɡəziːn],https://dict.youdao.com/w/eng/magazine/#keyfrom=dict2,n.杂志，期刊
magic,[ˈmædʒɪk],[ˈmædʒɪk],https://dict.youdao.com/w/eng/magic/#keyfrom=dict2,n.魔法，魔术，魅力
magician,[məˈdʒɪʃn],[məˈdʒɪʃn],https://dict.youdao.com/w/eng/magician/#keyfrom=dict2,n.魔术师
magistrate,[ˈmædʒɪstreɪt],[ˈmædʒɪstreɪt],https://dict.youdao.com/w/eng/magistrate/#keyfrom=dict2,n.地方法官
magnet,[ˈmæɡnət],[ˈmæɡnət],https://dict.youdao.com/w/eng/magnet/#keyfrom=dict2,n.磁性，磁铁
magnetic,[mæɡˈnetɪk],[mæɡˈnetɪk],https://dict.youdao.com/w/eng/magnetic/#keyfrom=dict2,adj.磁性的
magnetism,[ˈmæɡnətɪzəm],[ˈmæɡnətɪzəm],https://dict.youdao.com/w/eng/magnetism/#keyfrom=dict2,n.磁性，磁力，吸引力
magnificent,[mæɡˈnɪfɪs(ə)nt],[mæɡˈnɪfɪs(ə)nt],https://dict.youdao.com/w/eng/magnificent/#keyfrom=dict2,adj.壮丽的，宏伟的
magnify,[ˈmæɡnɪfaɪ],[ˈmæɡnɪfaɪ],https://dict.youdao.com/w/eng/magnify/#keyfrom=dict2,v.放大，扩大
magnitude,[ˈmæɡnɪtjuːd],[ˈmæɡnɪtuːd],https://dict.youdao.com/w/eng/magnitude/#keyfrom=dict2,n.宏大，重要(性)
maid,[meɪd],[meɪd],https://dict.youdao.com/w/eng/maid/#keyfrom=dict2,n.女仆，侍女
maiden,[ˈmeɪdn],[ˈmeɪd(ə)n],https://dict.youdao.com/w/eng/maiden/#keyfrom=dict2,n.少女 adj.未婚的
mail,[meɪl],[meɪl],https://dict.youdao.com/w/eng/mail/#keyfrom=dict2,n.邮件 v.邮寄
mailbox,[ˈmeɪlbɒks],[ˈmeɪlbɑːks],https://dict.youdao.com/w/eng/mailbox/#keyfrom=dict2,n.信箱
main,[meɪn],[meɪn],https://dict.youdao.com/w/eng/main/#keyfrom=dict2,adj.主要的
mainland,[ˈmeɪnlənd; ˈmeɪnlænd],[ˈmeɪnlənd; ˈmeɪnlænd],https://dict.youdao.com/w/eng/mainland/#keyfrom=dict2,n.大陆，本土
mainly,[ˈmeɪnli],[ˈmeɪnli],https://dict.youdao.com/w/eng/mainly/#keyfrom=dict2,adv.主要地，大部分
mainstream,[ˈmeɪnstriːm],[ˈmeɪnstriːm],https://dict.youdao.com/w/eng/mainstream/#keyfrom=dict2,n.主流
maintain,[meɪnˈteɪn],[meɪnˈteɪn],https://dict.youdao.com/w/eng/maintain/#keyfrom=dict2,v.维持，保养，坚持
maintenance,[ˈmeɪntənəns],[ˈmeɪntənəns],https://dict.youdao.com/w/eng/maintenance/#keyfrom=dict2,n.保养，维修
maize,[meɪz],[meɪz],https://dict.youdao.com/w/eng/maize/#keyfrom=dict2,n.玉米
majesty,[ˈmædʒəsti],[ˈmædʒəsti],https://dict.youdao.com/w/eng/majesty/#keyfrom=dict2,n.陛下，雄伟，庄严
major,[ˈmeɪdʒə(r)],[ˈmeɪdʒər],https://dict.youdao.com/w/eng/major/#keyfrom=dict2,adj.主要的，多数的
majority,[məˈdʒɒrəti],[məˈdʒɔːrəti],https://dict.youdao.com/w/eng/majority/#keyfrom=dict2,n.多数，过半数
make,[meɪk],[meɪk],https://dict.youdao.com/w/eng/make/#keyfrom=dict2,v.做，制造 n.种类
make-shift,[meɪk ʃɪft],,https://dict.youdao.com/w/eng/make-shift/#keyfrom=dict2,adj.临时的 n.权宜之计
make-up,[ˈmeɪk ʌp],[ˈmeɪk ʌp],https://dict.youdao.com/w/eng/make-up/#keyfrom=dict2,n.气质，化妆品
maker,[ˈmeɪkə(r)],[ˈmeɪkər],https://dict.youdao.com/w/eng/maker/#keyfrom=dict2,n.制造者，制造商
malady,[ˈmælədi],[ˈmælədi],https://dict.youdao.com/w/eng/malady/#keyfrom=dict2,n.病
malaise,[məˈleɪz],[məˈleɪz],https://dict.youdao.com/w/eng/malaise/#keyfrom=dict2,n.不舒服
malaria,[məˈleəriə],[məˈleriə],https://dict.youdao.com/w/eng/malaria/#keyfrom=dict2,n.疟疾
Malaysia,[məˈleɪʒə; məˈleɪziə],[məˈlezɪr],https://dict.youdao.com/w/eng/Malaysia/#keyfrom=dict2,n.马来西亚
male,[meɪl],[meɪl],https://dict.youdao.com/w/eng/male/#keyfrom=dict2,adj.男性的，雄的
malice,[ˈmælɪs],[ˈmælɪs],https://dict.youdao.com/w/eng/malice/#keyfrom=dict2,n.恶意，恶感
malicious,[məˈlɪʃəs],[məˈlɪʃəs],https://dict.youdao.com/w/eng/malicious/#keyfrom=dict2,adj.恶意的
man,[mæn],[mæn],https://dict.youdao.com/w/eng/man/#keyfrom=dict2,n.人，男人，人类
manage,[ˈmænɪdʒ],[ˈmænɪdʒ],https://dict.youdao.com/w/eng/manage/#keyfrom=dict2,v.管理，处理，设法
management,[ˈmænɪdʒmənt],[ˈmænɪdʒmənt],https://dict.youdao.com/w/eng/management/#keyfrom=dict2,n.管理(人员)，经营
manager,[ˈmænɪdʒə(r)],[ˈmænɪdʒər],https://dict.youdao.com/w/eng/manager/#keyfrom=dict2,n.经理
managerial,[ˌmænəˈdʒɪəriəl],[ˌmænəˈdʒɪriəl],https://dict.youdao.com/w/eng/managerial/#keyfrom=dict2,adj.管理的
manhood,[ˈmænhʊd],[ˈmænhʊd],https://dict.youdao.com/w/eng/manhood/#keyfrom=dict2,n.男子气
manifest,[ˈmænɪfest],[ˈmænɪfest],https://dict.youdao.com/w/eng/manifest/#keyfrom=dict2,v.表明 adj.明白的
manifestation,[ˌmænɪfeˈsteɪʃn],[ˌmænɪfeˈsteɪʃn],https://dict.youdao.com/w/eng/manifestation/#keyfrom=dict2,n.表明
manifesto,[ˌmænɪˈfestəʊ],[ˌmænɪˈfestoʊ],https://dict.youdao.com/w/eng/manifesto/#keyfrom=dict2,n.宣言
manipulate,[məˈnɪpjuleɪt],[məˈnɪpjuleɪt],https://dict.youdao.com/w/eng/manipulate/#keyfrom=dict2,v.操纵，操作，摆布
manipulation,[məˌnɪpjuˈleɪʃn],[məˌnɪpjuˈleɪʃn],https://dict.youdao.com/w/eng/manipulation/#keyfrom=dict2,n.操纵，操作
mankind,[mænˈkaɪnd],[mænˈkaɪnd],https://dict.youdao.com/w/eng/mankind/#keyfrom=dict2,n.人类
manly,[ˈmænli],[ˈmænli],https://dict.youdao.com/w/eng/manly/#keyfrom=dict2,adj.大丈夫的
manner,[ˈmænə(r)],[ˈmænər],https://dict.youdao.com/w/eng/manner/#keyfrom=dict2,n.方法，方式，礼貌
mansion,[ˈmænʃn],[ˈmænʃn],https://dict.youdao.com/w/eng/mansion/#keyfrom=dict2,n.宅第，官邸，大厦
manual,[ˈmænjuəl],[ˈmænjuəl],https://dict.youdao.com/w/eng/manual/#keyfrom=dict2,adj.用手的 n.手册
manufacture,[ˌmænjuˈfæktʃə(r)],[ˌmænjuˈfæktʃər],https://dict.youdao.com/w/eng/manufacture/#keyfrom=dict2,v. & n.制造
manufactured,[ˌmænjuˈfæktʃəd],[ˌmænjəˈfæktʃər],https://dict.youdao.com/w/eng/manufactured/#keyfrom=dict2,adj.制成的
manufacturer,[ˌmænjuˈfæktʃərə(r)],[ˌmænjuˈfæktʃərər],https://dict.youdao.com/w/eng/manufacturer/#keyfrom=dict2,n.制造商
manuscript,[ˈmænjuskrɪpt],[ˈmænjuskrɪpt],https://dict.youdao.com/w/eng/manuscript/#keyfrom=dict2,n.手稿，原稿
many,[ˈmeni],[ˈmeni],https://dict.youdao.com/w/eng/many/#keyfrom=dict2,adj.许多的 n.许多
map,[mæp],[mæp],https://dict.youdao.com/w/eng/map/#keyfrom=dict2,n.地图 v.筹划
maple,[ˈmeɪpl],[ˈmeɪpl],https://dict.youdao.com/w/eng/maple/#keyfrom=dict2,n.枫树
marble,[ˈmɑːb(ə)l],[ˈmɑːrbl],https://dict.youdao.com/w/eng/marble/#keyfrom=dict2,n.大理石，弹子
march,[mɑːtʃ],[mɑːrtʃ],https://dict.youdao.com/w/eng/march/#keyfrom=dict2,n. & v.行进，行军
march,[mɑːtʃ],[mɑːrtʃ],https://dict.youdao.com/w/eng/march/#keyfrom=dict2,n.三月
margin,[ˈmɑːdʒɪn],[ˈmɑːrdʒɪn],https://dict.youdao.com/w/eng/margin/#keyfrom=dict2,n.余地，边缘
marginal,[ˈmɑːdʒɪn(ə)l],[ˈmɑːrdʒɪnl],https://dict.youdao.com/w/eng/marginal/#keyfrom=dict2,adj.边缘的，边际的
marine,[məˈriːn],[məˈriːn],https://dict.youdao.com/w/eng/marine/#keyfrom=dict2,adj.海的，海生的
mariner,[ˈmærɪnə(r)],[ˈmærɪnər],https://dict.youdao.com/w/eng/mariner/#keyfrom=dict2,n.海员，水手
mark,[mɑːk],[mɑːrk],https://dict.youdao.com/w/eng/mark/#keyfrom=dict2,n.痕迹，符号，标记
marked,[mɑːkt],[mɑːrkt],https://dict.youdao.com/w/eng/marked/#keyfrom=dict2,adj.有标记的，标明的
market,[ˈmɑːkɪt],[ˈmɑːrkɪt],https://dict.youdao.com/w/eng/market/#keyfrom=dict2,n.市场，销路
marketable,[ˈmɑːkɪtəbl],[ˈmɑːrkɪtəbl],https://dict.youdao.com/w/eng/marketable/#keyfrom=dict2,adj.有销路的
marketing,[ˈmɑːkɪtɪŋ],[ˈmɑːrkɪtɪŋ],https://dict.youdao.com/w/eng/marketing/#keyfrom=dict2,n.市场学，营销学
marketplace,[ˈmɑːkɪtpleɪs],[ˈmɑːrkɪtpleɪs],https://dict.youdao.com/w/eng/marketplace/#keyfrom=dict2,n.市场，集市
marking,[ˈmɑːkɪŋ],[ˈmɑːrkɪŋ],https://dict.youdao.com/w/eng/marking/#keyfrom=dict2,n.唛头，标记
marriage,[ˈmærɪdʒ],[ˈmærɪdʒ],https://dict.youdao.com/w/eng/marriage/#keyfrom=dict2,n.婚姻，婚礼
married,[ˈmærid],[ˈmærid],https://dict.youdao.com/w/eng/married/#keyfrom=dict2,adj.已婚的
marry,[ˈmæri],[ˈmæri],https://dict.youdao.com/w/eng/marry/#keyfrom=dict2,v.娶，嫁，为主婚
mars,[mɑːz],[mɑːrz],https://dict.youdao.com/w/eng/mars/#keyfrom=dict2,n.火星
marsh,[mɑːʃ],[mɑːrʃ],https://dict.youdao.com/w/eng/marsh/#keyfrom=dict2,n.沼泽
marshal,[ˈmɑːʃ(ə)l],[ˈmɑːrʃ(ə)l],https://dict.youdao.com/w/eng/marshal/#keyfrom=dict2,n.元帅
martyr,[ˈmɑːtə(r)],[ˈmɑːrtər],https://dict.youdao.com/w/eng/martyr/#keyfrom=dict2,n.烈士，殉道者
marvel,[ˈmɑːvl],[ˈmɑːrvl],https://dict.youdao.com/w/eng/marvel/#keyfrom=dict2,n.奇迹 v.惊奇
marvellous,[ˈmɑːvələs],[ˈmɑːrvələs],https://dict.youdao.com/w/eng/marvellous/#keyfrom=dict2,adj.奇异的，绝妙的
Marxism,[ˈmɑːksɪzəm],[ˈmɑːrksɪzəm],https://dict.youdao.com/w/eng/Marxism/#keyfrom=dict2,n.马克思主义
Marxist,[ˈmɑːksɪst],[ˈmɑːrksɪst],https://dict.youdao.com/w/eng/Marxist/#keyfrom=dict2,n.马克思主义者
masculine,[ˈmæskjəlɪn],[ˈmæskjəlɪn],https://dict.youdao.com/w/eng/masculine/#keyfrom=dict2,adj.男性的，阳性的
mask,[mɑːsk],[mæsk],https://dict.youdao.com/w/eng/mask/#keyfrom=dict2,n.假面具 v.掩饰
mass,[mæs],[mæs],https://dict.youdao.com/w/eng/mass/#keyfrom=dict2,media n.传媒工具，新闻界
mass,[mæs],[mæs],https://dict.youdao.com/w/eng/mass/#keyfrom=dict2,n.堆，大量，群众
massacre,[ˈmæsəkə(r)],[ˈmæsəkər],https://dict.youdao.com/w/eng/massacre/#keyfrom=dict2,n. & v.屠杀，残杀
massage,[ˈmæsɑːʒ],[məˈsɑːʒ],https://dict.youdao.com/w/eng/massage/#keyfrom=dict2,n.按摩，推拿
massive,[ˈmæsɪv],[ˈmæsɪv],https://dict.youdao.com/w/eng/massive/#keyfrom=dict2,adj.粗大的，厚重的
mast,[mɑːst],[mæst],https://dict.youdao.com/w/eng/mast/#keyfrom=dict2,n.桅杆
master,[ˈmɑːstə(r)],[ˈmæstər],https://dict.youdao.com/w/eng/master/#keyfrom=dict2,n.主人，大师，硕士
masterpiece,[ˈmɑːstəpiːs],[ˈmæstərpiːs],https://dict.youdao.com/w/eng/masterpiece/#keyfrom=dict2,n.杰作
mat,[mæt],[mæt],https://dict.youdao.com/w/eng/mat/#keyfrom=dict2,n.垫子，席子
match,[mætʃ],[mætʃ],https://dict.youdao.com/w/eng/match/#keyfrom=dict2,n.火柴，对手，比赛
